Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8
1763470583.4222019,17,-2,4,20,-16,25,12,86
1763470583.4455342,5,-4,13,34,60,9,1,30
1763470583.459863,-6,6,9,-34,31,-29,-20,5
1763470583.4824157,-10,0,1,69,11,-18,-9,-4
1763470583.505682,-6,-3,5,-7,-33,1,1,-25
1763470583.5196636,-2,3,6,-14,-15,-17,-28,-60
1763470583.5421093,0,-2,-18,-13,9,64,27,70
1763470583.5652087,-12,0,0,-32,-62,-60,10,-38
1763470583.5795975,-17,-8,-4,-14,24,-8,-38,-106
1763470583.6102746,13,-7,-12,-34,-38,-32,16,51
1763470583.625216,-8,4,-3,-13,-32,-8,-22,-96
1763470583.6395893,1,1,2,11,13,-28,23,29
1763470583.6621344,14,10,8,6,-24,-26,19,97
1763470583.685288,8,5,10,35,19,21,-20,28
1763470583.6994586,-22,-5,15,-12,-25,-17,-30,-42
1763470583.7221324,36,15,13,14,2,14,18,90
1763470583.744983,-8,8,10,-4,12,-12,20,46
1763470583.7598157,-14,-11,-11,-7,46,-19,20,-66
1763470583.782034,-6,-5,-5,-35,-25,-12,-18,-73
1763470583.805355,31,8,-2,2,27,44,1,98
1763470583.8279188,-3,-6,6,11,-32,-31,-24,-56
1763470583.8420858,6,1,-1,-8,-8,27,8,24
1763470583.8654668,-23,-5,-18,-20,13,13,-10,-77
1763470583.8791263,25,1,-22,9,28,19,22,-19
1763470583.8869634,1,6,13,-5,-31,106,11,0
1763470583.9023612,-15,-7,8,23,-10,-4,8,-37
1763470583.9254506,-21,-17,-38,-21,-44,-17,-38,-48
1763470583.939172,4,7,23,28,-12,19,-28,-65
1763470583.9472284,-6,-4,10,38,21,-54,-34,-85
1763470583.9622428,-6,-1,1,5,60,-1,2,1
1763470583.9853055,6,-7,-19,29,10,46,-3,47
1763470583.9989767,-2,1,0,-46,-18,-41,-17,88
1763470584.007053,-5,-11,-24,-22,-21,7,7,-42
1763470584.0222604,18,-11,-7,3,64,49,71,64
1763470584.0454757,-3,5,19,10,-26,-50,-47,20
1763470584.0589151,-3,-3,-2,-9,-14,13,-21,-38
1763470584.067316,-25,-3,10,40,-45,25,8,-83
1763470584.0822322,-13,-5,-2,-26,2,27,55,-23
1763470584.10615,-4,-1,-3,10,1,32,18,-32
1763470584.1189382,0,6,3,-35,-67,-54,-31,-9
1763470584.127233,10,5,33,20,-2,13,-20,14
1763470584.142109,-14,-3,1,-9,-34,-53,-63,-94
1763470584.1654115,1,15,30,28,12,-27,-31,-23
1763470584.1789203,6,12,32,25,-34,-36,10,-31
1763470584.1870716,4,-4,-17,57,-7,18,18,22
1763470584.2024593,10,-6,-13,2,-11,-38,12,28
1763470584.2253,1,1,-4,-10,-9,25,37,7
1763470584.247798,-16,0,7,-19,4,12,-8,-19
1763470584.2626858,0,-8,-5,-8,61,59,2,-23
